Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.19419999999999998,6892.2,0.6786,0.8648,0.7158,93.432,18516.0,20.0,0.0
DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.3348,4629.0,0.8301999999999999,0.8814,0.8404,94.6614,18516.0,3.0,1.0
ELASTASE,3c_like_proteinase_inhibitor,0.3246,1341.4,0.6487999999999999,0.953,0.71,96.9632,148820.0,1.0,0.0
ELASTASE,inhibitor_fr901451,0.23900000000000002,2667.6,0.528,0.9380000000000001,0.6102000000000001,94.2334,148820.0,133.0,1.0
ENDOTHIAPEPSIN,3mer_peptide,0.32720000000000005,1046.0,0.7094,0.9488,0.7572,97.4276,41523.0,3.0,0.0
ENDOTHIAPEPSIN,eqw,0.27080000000000004,1005.4,0.643,0.9478,0.7038,97.2986,41523.0,1.0,0.0
ENDOTHIAPEPSIN,h77,0.2786,2895.2,0.6312,0.942,0.6932,95.7396,41523.0,8.0,1.0
ENDOTHIAPEPSIN,h_256,0.223,2359.4,0.5664,0.9418,0.6414,95.7116,41523.0,1.0,1.0
ENDOTHIAPEPSIN,pep2,0.22480000000000003,2460.0,0.554,0.9401999999999999,0.6312,95.3914,41523.0,1.0,0.0
ENDOTHIAPEPSIN,ps1,0.3234,2343.0,0.6866,0.9448000000000001,0.7382000000000001,96.4638,41523.0,1.0,1.0
ENDOTHIAPEPSIN,ps2,0.26399999999999996,2827.6,0.6266,0.9423999999999999,0.6898,96.0326,41523.0,8.0,1.0
ENDOTHIAPEPSIN,tynorphin,0.30219999999999997,1728.4,0.6656000000000001,0.9456,0.7216,96.6584,41523.0,3.0,0.0
GAG_PRO_POL_POLYPROTEIN,gag_pro_pol_polyprotein_inhibitor,0.189,590.4,0.35,0.7622,0.4324,80.1568,3259.0,3.0,1.0
GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.1966,865.4,0.309,0.7365999999999999,0.3942,76.3792,3259.0,4.0,0.0
HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.7724,4431.0,0.9612,0.9485999999999999,0.9587999999999999,96.9748,2255.0,10.0,1.0
HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.060399999999999995,1023.2,0.3618,0.9038,0.47059999999999996,89.7414,2255.0,21.0,0.0
KALLIKREIN_4,calpastatin,0.2794,2727.6,0.5634,0.9342,0.6374,94.23060000000001,144330.0,8.0,0.0
KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.7554000000000001,5839.2,0.9463999999999999,0.9571999999999999,0.9485999999999999,97.8466,144330.0,59.0,1.0
METALLOPROTEINASE,ekw,0.2726,624.0,0.5731999999999999,0.9468,0.6477999999999999,96.2512,27054.0,1.0,1.0
METALLOPROTEINASE,enw,0.2754,624.6,0.5902,0.9471999999999999,0.6614,96.3306,27054.0,1.0,1.0
METALLOPROTEINASE,eqw,0.2752,629.0,0.5826,0.9468,0.6552,96.2938,27054.0,1.0,1.0
METALLOPROTEINASE,h_256,0.38079999999999997,1849.6,0.704,0.9427999999999999,0.752,95.7836,27054.0,1.0,0.0
METALLOPROTEINASE,trypsin_inhibitor_1_kallikrein,0.3706,3486.4,0.6157999999999999,0.9301999999999999,0.6786,93.8616,27054.0,59.0,0.0
METALLOPROTEINASE,upain_1_w3a,0.19860000000000003,2423.4,0.4732,0.9248000000000001,0.5638,92.59020000000001,27054.0,21.0,0.0
MIROLYSIN,mupain_1_17,0.2772,2826.0,0.6008,0.9436,0.6694,94.8126,21859.0,5.0,0.0
MIROLYSIN,putative_lipoprotein,0.2162,2991.4,0.47140000000000004,0.933,0.5636,93.1284,21859.0,4.0,1.0
NEUTROPHIL_COLLAGENASE,neutrophil_collagenase_inhibitor,0.3126,533.2,0.5794,0.9350000000000002,0.6504,96.03099999999999,29550.0,1.0,1.0
NEUTROPHIL_COLLAGENASE,pep2,0.3014,1450.4,0.5484,0.9222000000000001,0.6234,93.4376,29550.0,1.0,0.0
NS3_4A_PROTEASE,eqw,0.08380000000000001,254.4,0.3936,0.9099999999999999,0.4968,93.7852,21034.0,1.0,0.0
NS3_4A_PROTEASE,product_trif,0.2764,2498.0,0.5222,0.8912000000000001,0.5962,90.9394,21034.0,2.0,1.0
NS3_PROTEASE,ns4a_peptide,0.7676000000000001,4814.0,0.9446,0.9259999999999999,0.9410000000000001,95.8946,20412.0,10.0,1.0
NS3_PROTEASE,pep3,0.38580000000000003,2024.0,0.7083999999999999,0.8766,0.742,89.3528,20412.0,1.0,0.0
PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.6166,4616.4,0.9194000000000001,0.9474,0.925,95.6842,161059.0,8.0,1.0
PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.22080000000000002,4047.8,0.4936,0.9082000000000001,0.5764,90.40299999999999,161059.0,52.0,0.0
PLASMEPSIN_2,aspartic_peptidase_inhibitor_6,0.3796,3448.4,0.7376,0.909,0.772,91.0672,45489.0,2.0,1.0
PLASMEPSIN_2,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.2104,2375.0,0.5660000000000001,0.9032,0.6332,89.54220000000001,45489.0,2.0,0.0
PROTEINASE_K,3c_like_proteinase_inhibitor,0.4284,1880.2,0.7988,0.9650000000000001,0.8318,98.24359999999999,79377.0,1.0,0.0
PROTEINASE_K,lactoferrin,0.35760000000000003,3392.2,0.6728,0.9574,0.7294,96.3486,79377.0,1.0,1.0
RENIN,aspartic_peptidase_inhibitor_1,0.1806,3198.2,0.5346,0.9114000000000001,0.6104,89.2904,51256.0,11.0,1.0
RENIN,aspartic_peptidase_inhibitor_2,0.21059999999999998,3180.6,0.576,0.9132,0.6434,89.5446,51256.0,7.0,1.0
RENIN,aspartic_peptidase_inhibitor_3,0.1882,3064.2,0.5298,0.9102,0.6058,89.0172,51256.0,13.0,1.0
RENIN,bradykinin_potentiating_peptide_b,0.1658,2461.4,0.47539999999999993,0.9094000000000001,0.5624,89.1346,51256.0,2.0,0.0
RENIN,hirugen,0.0862,1688.2,0.42000000000000004,0.9034000000000001,0.5166000000000001,88.5574,51256.0,25.0,0.0
RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.179,2334.2,0.5354,0.9124000000000001,0.611,89.86240000000001,51256.0,2.0,0.0
RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.252,1803.0,0.522,0.8241999999999999,0.5826,84.2038,21885.0,6.0,0.0
RHOMBOID_PROTEASE_GIPG,eqw,0.4114,783.4,0.7978,0.8379999999999999,0.8056000000000001,88.1038,21885.0,1.0,0.0
RHOMBOID_PROTEASE_GIPG,peptide_boronate_inhibitor,0.2606,1730.0,0.5062,0.8248,0.5698,84.6588,21885.0,1.0,1.0
RHOMBOID_PROTEASE_GIPG,peptide_ketoamide_inhibitor,0.6092,2002.2,0.9002000000000001,0.8402,0.8882,88.07419999999999,21885.0,1.0,1.0
SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.319,1195.6,0.6274,0.9120000000000001,0.6843999999999999,93.52539999999999,20917.0,1.0,0.0
SERINE_PROTEASE_NS3,cp5_46_a_peptide,0.6642,6703.0,0.8492000000000001,0.9152000000000001,0.8622,93.52520000000001,20917.0,12.0,1.0
SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.26880000000000004,915.6,0.40800000000000003,0.8116,0.489,85.5242,615.0,1.0,0.0
SHEWANELLA_ONEIDENSIS_PEPTIDASE,shewanella_odeidensis_peptidase_inhibitor,0.5434,1692.6,0.7512000000000001,0.8394,0.7689999999999999,90.7094,615.0,4.0,1.0
ST14_PROTEIN,pvi,0.3276,3247.2,0.6517999999999999,0.9446,0.7106,95.8454,154071.0,10.0,0.0
ST14_PROTEIN,trypsin_inhibitor_1,0.7478,6707.2,0.9544,0.9618,0.9555999999999999,98.3884,154071.0,67.0,1.0
SUBTILISIN_BPN,h77,0.2862,2286.8,0.606,0.9512,0.6752,95.8476,140217.0,8.0,0.0
SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.4582,1487.2,0.7968,0.9597999999999999,0.8294,97.63640000000001,140217.0,1.0,1.0
SUBTILISIN_LIKE_PROTEASE,bradykinin_potentiating_peptide_b,0.1816,3167.8,0.5227999999999999,0.9036,0.5988,89.6002,17610.0,2.0,0.0
SUBTILISIN_LIKE_PROTEASE,substrate_analogue,0.2756,3903.0,0.6216,0.9056000000000001,0.6784000000000001,89.7264,17610.0,9.0,1.0
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,neutrophil_collagenase_inhibitor,0.313,759.2,0.649,0.9544,0.7102,97.6498,154205.0,1.0,0.0
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.43900000000000006,1412.8,0.8321999999999999,0.9565999999999999,0.8572,98.064,154205.0,2.0,1.0
THERMOLYSIN,amyloid_beta_a4_protein_2,0.501,2408.2,0.8624,0.9638,0.8824,98.3478,29160.0,1.0,1.0
THERMOLYSIN,pvi,0.2942,3599.4,0.6294000000000001,0.9533999999999999,0.6944,96.33619999999999,29160.0,10.0,0.0
THROMBIN,aspartic_peptidase_inhibitor_1,0.2244,2659.4,0.5588,0.9067999999999999,0.6282,87.5856,147077.0,11.0,0.0
THROMBIN,decapeptide_inhibitor,0.6472,5168.4,0.9433999999999999,0.9256,0.9400000000000001,91.4428,147077.0,20.0,1.0
TRYPSIN,3c_like_proteinase_inhibitor,0.5955999999999999,2004.6,0.8858,0.9545999999999999,0.8996000000000001,98.13759999999999,153562.0,1.0,0.0
TRYPSIN,3mer_peptide,0.6134000000000001,1266.2,0.9478,0.9558,0.9494,98.36,153562.0,3.0,1.0
TRYPSIN,9mer_peptide,0.778,4013.8,0.9613999999999999,0.9571999999999999,0.9603999999999999,98.3368,153562.0,101.0,1.0
TRYPSIN,amyloid_beta_a4_protein_2,0.32080000000000003,1196.0,0.6038,0.9465999999999999,0.6726000000000001,96.292,153562.0,1.0,0.0
TRYPSIN,cp_113972,0.3574,1253.0,0.6622,0.9484,0.7194,96.92240000000001,153562.0,1.0,0.0
TRYPSIN,pep4,0.32839999999999997,2660.8,0.6242,0.9410000000000001,0.6874,95.4118,153562.0,5.0,0.0
TRYPSIN,trypsin_inhibitor_1,0.7906000000000001,6223.2,0.9634,0.9593999999999999,0.9623999999999999,98.3712,153562.0,67.0,1.0
TRYPSIN,trypsin_inhibitor_2,0.5731999999999999,1607.6,0.9022,0.9548,0.9128000000000001,98.2094,153562.0,1.0,1.0
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,ps1,0.307,1545.6,0.6266,0.942,0.6896,94.4422,143607.0,1.0,0.0
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.5589999999999999,5640.2,0.8183999999999999,0.9388,0.8426,94.53020000000001,143607.0,10.0,1.0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.41200000000000003,2870.0,0.6115999999999999,0.8634000000000001,0.6618,88.52799999999999,9582.0,104.0,0.0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.6854,2018.8,0.9019999999999999,0.9168000000000001,0.905,95.66720000000001,9582.0,2.0,1.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,angiotensin_2,0.2374,1955.2,0.5314,0.9292,0.611,93.3212,142884.0,15.0,0.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.47140000000000004,6112.2,0.7336,0.9296,0.7727999999999999,93.49600000000001,142884.0,18.0,1.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.3128,3383.0,0.654,0.9298,0.7091999999999999,93.6902,142884.0,5.0,1.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.217,2373.6,0.509,0.925,0.5923999999999999,92.55799999999999,142884.0,5.0,0.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,prelamin_a_c,0.3238,1050.2,0.6564,0.9372,0.7125999999999999,95.149,142884.0,1.0,0.0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.7298,5924.2,0.9532,0.944,0.9516,96.199,142884.0,21.0,1.0
